Text filter;Country;Place;Date;Retweet count;Reply count;Favorites;Timestamp
Andrés Arauz;Ecuador;Azuay;02/01/2021 10:22;957;173;366;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:23;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:24;930;169;357;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:24;954;173;365;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:24;96;30;79;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 10:25;960;174;367;No
Andrés Arauz;Ecuador;Loja;02/01/2021 10:25;930;169;357;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 10:26;225;51;122;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:26;951;172;364;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 10:28;24;18;55;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:28;906;165;349;No
Yaku Pérez;Ecuador;Los Ríos;02/01/2021 10:28;951;172;364;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:30;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:32;90;29;77;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:32;9;15;50;No
Xavier Hervas;Ecuador; Chimborazo;02/01/2021 10:33;9507;1598;3216;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:34;9;15;50;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:34;954;173;365;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:34;345;71;162;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 10:35;933;169;358;No
Andrés Arauz;Ecuador;Tungurahua;02/01/2021 10:35;852;156;331;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 10:35;495;96;212;Yes
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:36;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:37;10656;1790;3599;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 10:37;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:37;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:37;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:38;906;165;349;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:38;1005;181;382;Yes
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:39;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:40;540;104;227;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:40;87;28;76;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 10:41;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:41;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:41;90;29;77;No
Lucio Guitérrez;Ecuador;Guayas;02/01/2021 10:41;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:42;9060;1524;3067;No
Andrés Arauz;Ecuador;Tungurahua;02/01/2021 10:42;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:43;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:43;9;15;50;No
Guillermo Lasso;Ecuador;El Oro;02/01/2021 10:43;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 10:43;10059;1690;3400;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:45;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:45;9306;1565;3149;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:47;9060;1524;3067;No
Guillermo Lasso;Ecuador;Loja;02/01/2021 10:47;81;27;74;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 10:49;1005;181;382;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 10:49;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:50;9306;1565;3149;No
Xavier Hervas;Ecuador;Guayas;02/01/2021 10:51;96;30;79;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:52;96;30;79;No
Andrés Arauz;Ecuador;Esmeraldas;02/01/2021 10:52;3;14;48;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 10:52;9060;1524;3067;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 10:53;957;173;366;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 10:53;951;172;364;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:54;954;173;365;Yes
Guillermo Lasso;Ecuador;Guayas;02/01/2021 10:55;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 10:55;93;29;78;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:55;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 10:56;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 10:57;906;165;349;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 10:57;906;165;349;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 10:58;90;29;77;No
Yaku Pérez;Ecuador;El Oro;02/01/2021 10:59;10059;1690;3400;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 11:00;954;173;365;No
Andrés Arauz;Ecuador;Pastaza;02/01/2021 11:00;4959;840;1700;No
Xavier Hervas;Ecuador;Pichincha;02/01/2021 11:01;864;158;335;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:01;9;15;50;No
Guillermo Lasso;Ecuador;El Oro;02/01/2021 11:01;9306;1565;3149;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:02;933;169;358;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 11:02;930;169;357;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:02;0;14;47;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:02;78;27;73;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:06;225;51;122;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:02;954;173;365;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 11:08;96;30;79;No
Andrés Arauz;Ecuador;Los Ríos;02/01/2021 11:02;951;172;364;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 11:02;96;30;79;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:02;9057;1523;3066;No
Andrés Arauz;Ecuador;El Oro;02/01/2021 11:11;9306;1565;3149;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:11;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:12;0;14;47;No
Andrés Arauz;Ecuador;Imbabura;02/01/2021 11:12;690;129;277;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:14;225;51;122;No
Lucio Guitérrez;Ecuador;Pichincha;02/01/2021 11:15;9507;1598;3216;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 11:15;0;14;47;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:17;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:17;9060;1524;3067;Yes
Andrés Arauz;Ecuador;Tungurahua;02/01/2021 11:19;93;29;78;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:20;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:20;906;165;349;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:22;954;173;365;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 11:24;90;29;77;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:24;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:25;933;169;358;Yes
Xavier Hervas;Ecuador;Guayas;02/01/2021 11:25;930;169;357;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:25;4755;806;1632;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:26;9;15;50;Yes
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:26;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:27;9;15;50;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 11:27;957;173;366;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:27;9060;1524;3067;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:27;9555;1606;3232;No
Andrés Arauz;Ecuador;Sucumbios;02/01/2021 11:27;6;15;49;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:27;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:28;99;30;80;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 11:28;960;174;367;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:29;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:29;930;169;357;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 11:31;954;173;365;No
Guillermo Lasso;Ecuador;El Oro;02/01/2021 11:31;225;51;122;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:31;0;14;47;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 11:31;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:31;102;31;81;No
Andrés Arauz;Ecuador;Sucumbios;02/01/2021 11:33;864;158;335;Yes
Xavier Hervas;Ecuador;Pichincha;02/01/2021 11:33;906;165;349;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:34;960;174;367;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 11:35;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:36;906;165;349;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 11:37;864;158;335;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:38;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:39;10059;1690;3400;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:39;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:39;99;30;80;No
Andrés Arauz;Ecuador;Cañar;02/01/2021 11:39;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:41;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:42;951;172;364;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:42;1005;181;382;Yes
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:43;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:44;930;169;357;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:46;9;15;50;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:47;225;51;122;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:49;9060;1524;3067;No
Andrés Arauz;Ecuador;Tungurahua;02/01/2021 11:49;96;30;79;No
Xavier Hervas;Ecuador;Azuay;02/01/2021 11:50;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:50;957;173;366;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:50;93;29;78;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 11:51;99;30;80;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:51;0;14;47;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:51;906;165;349;No
Andrés Arauz;Ecuador;Cañar;02/01/2021 11:53;8511;1432;2884;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 11:53;9;15;50;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:54;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:55;10005;1681;3382;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:55;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:56;906;165;349;No
Andrés Arauz;Ecuador;Loja;02/01/2021 11:56;9306;1565;3149;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 11:56;957;173;366;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:57;2262;391;801;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 11:58;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 11:58;99;30;80;No
Guillermo Lasso;Ecuador;Loja;02/01/2021 11:59;9306;1565;3149;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 11:59;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 11:59;0;14;47;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:00;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:00;96;30;79;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:01;864;158;335;Yes
Guillermo Lasso;Ecuador;Esmeraldas;02/01/2021 12:02;156;40;99;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:02;906;165;349;No
Lucio Guitérrez;Ecuador;Guayas;02/01/2021 12:02;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:02;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:06;906;165;349;No
Guillermo Lasso;Ecuador;Sucumbios;02/01/2021 12:06;864;158;335;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:02;9060;1524;3067;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:08;78;27;73;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:02;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:02;954;173;365;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:12;0;14;47;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:13;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:14;933;169;358;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 12:14;951;172;364;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:16;7959;1340;2700;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:18;93;29;78;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:20;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:21;9306;1565;3149;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:21;84;28;75;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:22;96;30;79;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:24;954;173;365;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:24;930;169;357;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:24;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:25;3456;590;1199;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:25;9;15;50;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 12:26;99;30;80;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 12:27;9510;1599;3217;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:28;9;15;50;No
Guillermo Lasso;Ecuador;El Oro;02/01/2021 12:28;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:28;1005;181;382;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:28;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:29;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:29;9060;1524;3067;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:30;6906;1165;2349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:30;96;30;79;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:32;933;169;358;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:33;96;30;79;No
Xavier Hervas;Ecuador;Santa Elena;02/01/2021 12:35;9060;1524;3067;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:35;9507;1598;3216;No
Andrés Arauz;Ecuador;El Oro;02/01/2021 12:36;9306;1565;3149;No
Lucio Guitérrez;Ecuador;Bolivar;02/01/2021 12:37;99;30;80;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:37;954;173;365;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:37;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:38;9;15;50;Yes
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:38;93;29;78;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:41;96;30;79;Yes
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:42;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:42;906;165;349;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:43;225;51;122;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 12:43;9;15;50;No
Guillermo Lasso;Ecuador;Sucumbios;02/01/2021 12:43;1611;282;584;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:43;540;104;227;No
Andrés Arauz;Ecuador;Loja;02/01/2021 12:44;9510;1599;3217;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:45;951;172;364;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:45;930;169;357;Yes
Andrés Arauz;Ecuador;Azuay;02/01/2021 12:47;93;29;78;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 12:49;957;173;366;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:49;93;29;78;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 12:49;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:50;906;165;349;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 12:53;0;14;47;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:54;906;165;349;No
Guillermo Lasso;Ecuador;Pastaza;02/01/2021 12:54;87;28;76;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 12:55;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:57;540;104;227;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:57;93;29;78;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:57;96;30;79;Yes
Yaku Pérez;Ecuador;Azuay;02/01/2021 12:58;933;169;358;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 12:58;93;29;78;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 12:59;54;23;65;Yes
Andrés Arauz;Ecuador;Pichincha;02/01/2021 12:59;90;29;77;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 13:01;906;165;349;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:01;2259;390;800;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:01;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:02;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 13:02;957;173;366;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:02;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:06;9060;1524;3067;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:06;10059;1690;3400;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:02;3;14;48;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:02;1002;181;381;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:02;96;30;79;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 13:02;18;17;53;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:02;9;15;50;No
Andrés Arauz;Ecuador;Loja;02/01/2021 13:12;9306;1565;3149;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:13;96;30;79;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:14;9060;1524;3067;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 13:14;90;29;77;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:20;9057;1523;3066;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:21;96;30;79;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 13:21;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:23;99;30;80;No
Andrés Arauz;Ecuador;Sucumbios;02/01/2021 13:25;9;15;50;No
Andrés Arauz;Ecuador;Pastaza;02/01/2021 13:30;417;83;186;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 13:31;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:31;99;30;80;No
Yaku Pérez;Ecuador;Guayas;02/01/2021 13:32;1005;181;382;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:33;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:34;906;165;349;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:34;954;173;365;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:34;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:35;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:35;864;158;335;No
Xavier Hervas;Ecuador;Pastaza;02/01/2021 13:38;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:38;9060;1524;3067;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:40;0;14;47;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:40;99;30;80;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 13:41;93;29;78;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:41;87;28;76;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:41;9;15;50;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:42;495;96;212;Yes
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:43;225;51;122;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:44;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 13:46;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:46;9060;1524;3067;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:47;93;29;78;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:48;933;169;358;Yes
Guillermo Lasso;Ecuador;Azuay;02/01/2021 13:48;933;169;358;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:48;225;51;122;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:48;90;29;77;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:49;9;15;50;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:49;930;169;357;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 13:50;96;30;79;No
Lucio Guitérrez;Ecuador;Cañar;02/01/2021 13:51;852;156;331;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:51;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:51;96;30;79;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:53;102;31;81;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 13:54;960;174;367;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 13:54;9060;1524;3067;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 13:55;957;173;366;No
Andrés Arauz;Ecuador;Manabí;02/01/2021 13:56;3504;598;1215;No
Andrés Arauz;Ecuador;Cañar;02/01/2021 13:57;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:57;48;22;63;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 13:58;9;15;50;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 14:01;495;96;212;Yes
Guillermo Lasso;Ecuador;Guayas;02/01/2021 14:01;24;18;55;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:01;9;15;50;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 14:02;933;169;358;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 14:02;93;29;78;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 14:06;933;169;358;No
Andrés Arauz;Ecuador;Cotopaxi;02/01/2021 14:06;456;90;199;Yes
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 14:08;24;18;55;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:02;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:11;906;165;349;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:11;9306;1565;3149;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:11;930;169;357;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 14:11;96;30;79;No
Andrés Arauz;Ecuador;Sucumbios;02/01/2021 14:17;336;70;159;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:18;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:19;9507;1598;3216;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:20;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:20;930;169;357;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:22;9;15;50;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 14:22;93;29;78;No
Yaku Pérez;Ecuador;Pichincha;02/01/2021 14:23;9;15;50;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:25;9;15;50;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:26;954;173;365;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:27;9507;1598;3216;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:28;933;169;358;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 14:28;96;30;79;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:29;864;158;335;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:29;9507;1598;3216;No
Guillermo Lasso;Ecuador;Guayas;02/01/2021 14:31;864;158;335;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:31;9507;1598;3216;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 14:32;0;14;47;No
Andrés Arauz;Ecuador;Cañar;02/01/2021 14:34;906;165;349;No
Yaku Pérez;Ecuador;Azuay;02/01/2021 14:37;9;15;50;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:41;99;30;80;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:44;9060;1524;3067;Yes
Guillermo Lasso;Ecuador;Napo;02/01/2021 14:50;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 14:51;957;173;366;No
Xavier Hervas;Ecuador;Azuay;02/01/2021 14:55;9555;1606;3232;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 14:55;99;30;80;No
Andrés Arauz;Ecuador;Carchi;02/01/2021 14:56;417;83;186;No
Andrés Arauz;Ecuador;Azuay;02/01/2021 14:57;9507;1598;3216;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:58;366;75;169;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 14:59;360;74;167;No
Andrés Arauz;Ecuador;Carchi;02/01/2021 14:59;417;83;186;No
Xavier Hervas;Ecuador;Azuay;02/01/2021 15:00;933;169;358;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 15:02;1047;188;396;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 15:02;93;29;78;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 15:02;933;169;358;No
Andrés Arauz;Ecuador;Loja;02/01/2021 15:06;906;165;349;No
Guillermo Lasso;Ecuador;Pichincha;02/01/2021 15:02;87;28;76;No
Andrés Arauz;Ecuador;Pichincha;02/01/2021 15:11;9060;1524;3067;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 15:12;9;15;50;No
Guillermo Lasso;Ecuador;Azuay;02/01/2021 15:15;957;173;366;No
Andrés Arauz;Ecuador;Guayas;02/01/2021 15:16;93;29;78;No
